Gene,log2FC,AveExpr,t,P.Value,adj.P.Val,B
GRHL2,2.330799433,5.180010877,37.89024676,2.15E-217,6.52E-216,486.7476204
TFAP2C,2.798734872,3.557681385,37.87734222,2.75E-217,8.28E-216,486.6305322
INTS7,1.489963284,4.556204255,37.87317213,2.97E-217,8.94E-216,486.4636919
LAPTM4B,2.07484056,7.374472692,37.85462056,4.21E-217,1.26E-215,486.0706886
PPP1R14B,1.819650889,6.098732924,37.78200549,1.65E-216,4.90E-215,484.693764
FAM83H,2.120070439,6.390757005,37.75702156,2.64E-216,7.83E-215,484.2245638
CDH1,2.314652968,7.865245372,37.74898341,3.07E-216,9.08E-215,484.0930372
FLAD1,1.411292308,5.275892881,37.72244985,5.06E-216,1.49E-214,483.5888244
PPIL1,1.723955154,4.701739978,37.72109817,5.19E-216,1.53E-214,483.5939921
PRPS2,1.558746697,5.290887176,37.70486381,7.04E-216,2.07E-214,483.2576004
C1orf74,1.788101402,2.872878981,37.6776507,1.18E-215,3.45E-214,482.9314323
DARS-AS1,1.961728803,0.07191754,37.67259782,1.29E-215,3.79E-214,482.9146044
CENPK,2.241801827,1.95036048,37.64631976,2.12E-215,6.19E-214,482.3900855
DPY30,1.408274889,4.969735697,37.57468299,8.15E-215,2.37E-213,480.8245631
MMP13,6.692892213,0.681062314,37.56694842,9.43E-215,2.74E-213,480.9263978
TROAP,3.227532142,2.955138509,37.55988986,1.08E-214,3.13E-213,480.7122466
KIF20B,1.837603775,3.253739973,37.47617656,5.20E-214,1.49E-212,479.1156625
CTC-512J14.5,2.509257278,-1.314433724,37.44756108,8.91E-214,2.55E-212,478.6804404
KNOP1,1.331802439,4.38152328,37.42543947,1.35E-213,3.86E-212,478.0596852
SLC9A7,1.887364636,4.165215061,37.41794728,1.55E-213,4.43E-212,477.9377333
OTUB2,2.166939565,1.423945105,37.40756681,1.89E-213,5.38E-212,477.9195839
GYLTL1B,2.90192241,4.074988774,37.4012351,2.13E-213,6.05E-212,477.6318387
TMED3,1.649564204,6.403244564,37.38435813,2.92E-213,8.30E-212,477.2175396
IL22RA2,4.162687486,-2.066158501,37.37878083,3.25E-213,9.20E-212,477.3725269
OR51E1,3.708383704,-2.560918806,37.37597435,3.42E-213,9.68E-212,477.303372
PCNA,1.926409776,6.129511941,37.35987332,4.63E-213,1.31E-211,476.7564911
COL11A1,5.613190115,2.743806513,37.35502665,5.08E-213,1.43E-211,476.8760849
PDZD11,1.399510256,4.78062847,37.29322325,1.62E-212,4.55E-211,475.5439181
KIF23,2.619877089,3.656237424,37.26642222,2.69E-212,7.53E-211,475.1370435
BRIX1,1.703762665,5.121942487,37.26446567,2.79E-212,7.80E-211,474.9841615
SPAG5,2.408840587,4.338351168,37.20398945,8.70E-212,2.41E-210,473.8999375
CXCL13,5.179322271,2.486676581,37.15741065,2.09E-211,5.76E-210,473.1774832
MFSD9,1.324847536,3.482985499,37.10804163,5.29E-211,1.45E-209,472.1758354
MTBP,1.991814856,2.028163199,37.0793607,9.07E-211,2.48E-209,471.7329149
POLQ,3.156620094,2.01897228,37.02761541,2.40E-210,6.55E-209,470.7609727
UNG,1.663319446,5.096688565,37.01042778,3.32E-210,9.04E-209,470.2091906
C10orf35,1.768648739,2.867236677,36.98048573,5.82E-210,1.58E-208,469.8284323
FKBPL,1.357832269,2.392985719,36.93628931,1.34E-209,3.62E-208,469.0272206
SYT12,4.800042068,0.98891928,36.91640627,1.94E-209,5.24E-208,468.7007705
RCC2,1.522235369,7.209227526,36.88380808,3.59E-209,9.64E-208,467.8151416
NET1,1.796822503,6.563036929,36.86916388,4.73E-209,1.27E-207,467.5322927
ADM2,2.806153067,2.56002773,36.86208967,5.40E-209,1.44E-207,467.6234967
SIX1,3.664089334,2.761031851,36.79149565,2.04E-208,5.42E-207,466.2841762
DUS4L,1.3604734,2.768070904,36.76460874,3.38E-208,8.95E-207,465.7784612
FOXP3,2.413581207,1.35510893,36.73296412,6.12E-208,1.62E-206,465.2469966
LMNB1,1.955762537,4.949366183,36.70957859,9.50E-208,2.50E-206,464.5613281
SDC1,2.481233315,8.59435747,36.67937239,1.68E-207,4.41E-206,463.9983482
PRC1,2.504179549,4.700449883,36.62478809,4.68E-207,1.23E-205,462.9834458
SNAP47,1.092937632,4.861432248,36.60929987,6.26E-207,1.64E-205,462.6816661
DOLPP1,1.394390462,4.055421522,36.57881616,1.11E-206,2.89E-205,462.1741472
TWF1,1.557281908,6.477825845,36.57805708,1.13E-206,2.93E-205,462.0595219
RP11-12G12.7,2.320021577,1.442255545,36.49745864,5.13E-206,1.33E-204,460.821026
KIAA1524,2.504208552,2.722329644,36.47203948,8.27E-206,2.13E-204,460.2844125
RECQL4,2.503343768,3.716828829,36.47029597,8.55E-206,2.20E-204,460.1677569
BBOX1-AS1,5.327057071,-1.946348548,36.37730535,4.91E-205,1.26E-203,458.5765893
CCT5,1.76252787,7.721189171,36.3650332,6.19E-205,1.58E-203,458.0728107
PYCRL,1.769923782,3.883674153,36.36435967,6.27E-205,1.60E-203,458.1608339
MED20,1.32076487,4.148895837,36.36271321,6.46E-205,1.65E-203,458.1042513
ATIC,1.380681225,6.013939084,36.36097181,6.68E-205,1.70E-203,457.9787207
BYSL,1.680426013,4.219252375,36.31562378,1.57E-204,3.97E-203,457.2128811
KIF22,1.430473649,5.337633429,36.30647605,1.86E-204,4.70E-203,456.9673588
SALL4,3.095377914,0.620885831,36.27824229,3.16E-204,7.97E-203,456.7212885
CTD-2510F5.4,2.921649084,-2.805685461,36.27562332,3.32E-204,8.36E-203,456.6447592
DSCC1,2.391620267,2.26172211,36.25822166,4.61E-204,1.16E-202,456.2952954
TRUB1,1.602487459,4.109787527,36.24168148,6.29E-204,1.57E-202,455.8338522
TYMSOS,2.874997246,-1.419561231,36.22408781,8.75E-204,2.19E-202,455.7094749
RAD54B,1.992997252,2.228451755,36.21538684,1.03E-203,2.57E-202,455.4925205
YWHAZ,1.537471017,9.726393928,36.20442007,1.27E-203,3.16E-202,455.0975798
NUDT1,1.834352415,3.549920616,36.1844018,1.85E-203,4.58E-202,454.8124238
BRCC3,1.379526161,4.302421749,36.17681723,2.13E-203,5.28E-202,454.59734
SPINT2,1.861398034,8.499254369,36.1514302,3.43E-203,8.47E-202,454.0749014
ZBTB9,1.506065827,3.230052494,36.1263716,5.49E-203,1.35E-201,453.7516535
SNRPC,1.221413108,5.795732074,36.09736541,9.48E-203,2.33E-201,453.027351
C3orf67,3.092793708,0.891100691,36.08586938,1.18E-202,2.88E-201,453.1052062
DKC1,1.546275767,6.013125241,36.08230759,1.26E-202,3.08E-201,452.7426137
ZFP69B,1.743126137,0.564680948,36.07444743,1.46E-202,3.55E-201,452.8961467
DTYMK,1.649077898,4.298516378,36.06860318,1.63E-202,3.96E-201,452.5647437
MRPS33,1.596433641,4.542050384,36.05081126,2.27E-202,5.53E-201,452.209829
SMUG1,1.37106558,4.512143619,36.04988569,2.31E-202,5.62E-201,452.1948415
P4HB,1.268042034,9.91573926,36.04966433,2.32E-202,5.64E-201,452.1944932
ESPL1,2.734331252,3.096647021,36.0445231,2.56E-202,6.20E-201,452.225717
RP3-461F17.3,1.945173204,3.322594525,36.0071981,5.16E-202,1.25E-200,451.5051424
FAM136A,1.277031579,5.171075848,35.99309562,6.73E-202,1.62E-200,451.0861873
TXNDC17,1.903175133,5.202309821,35.98996764,7.13E-202,1.72E-200,451.0260512
PRDX4,1.729267132,6.128008857,35.98654263,7.61E-202,1.83E-200,450.943242
CBX8,1.474924695,2.933879954,35.98535986,7.78E-202,1.86E-200,451.1276836
RP11-215A21.2,2.579967218,-1.188274591,35.96447689,1.15E-201,2.75E-200,450.8399558
PGAM5,1.613748647,5.242904766,35.95810299,1.30E-201,3.10E-200,450.4257732
PSMD14,1.522774709,5.878807621,35.93006912,2.20E-201,5.23E-200,449.8836487
DDR1,1.874924431,7.847054967,35.88678953,4.96E-201,1.17E-199,449.0901212
ZWILCH,1.625975085,3.834253654,35.88417824,5.21E-201,1.23E-199,449.1455094
DHFR,1.571312423,4.673646875,35.87839837,5.81E-201,1.37E-199,448.9612358
FGF11,3.245166084,2.667258231,35.8758521,6.09E-201,1.44E-199,449.0907963
IGHGP,5.054301239,4.216433992,35.86244745,7.83E-201,1.85E-199,448.7000774
MARCKSL1,1.984290751,6.629075981,35.85303464,9.35E-201,2.20E-199,448.4378092
ALDH3B2,4.486128125,2.324402306,35.80253267,2.42E-200,5.67E-199,447.7354281
FANCI,2.16392481,4.690440675,35.80085429,2.49E-200,5.85E-199,447.5036772
ANKEF1,1.993578316,3.188806444,35.7976293,2.65E-200,6.21E-199,447.5816937
ANKRD22,3.13509601,2.432018957,35.78509113,3.35E-200,7.84E-199,447.4018187
DCTPP1,1.690184593,4.841018223,35.75229947,6.21E-200,1.45E-198,446.5815587
C10orf2,1.637642884,3.308036355,35.74865944,6.65E-200,1.55E-198,446.6516886
COA6,1.920640391,4.006350744,35.7438617,7.27E-200,1.69E-198,446.4934668
MOCS3,1.646885443,3.151631879,35.74084979,7.70E-200,1.79E-198,446.5188977
MSL3P1,4.222468119,1.11490758,35.74072718,7.71E-200,1.79E-198,446.6222809
MRPL15,1.630098627,5.012655703,35.70541955,1.50E-199,3.46E-198,445.6910733
TERT,3.843005,-2.469062049,35.63131319,6.02E-199,1.38E-197,444.57204
LCLAT1,1.390742667,4.363323896,35.6311416,6.04E-199,1.39E-197,444.3433755
RFWD3,1.359270946,5.008416263,35.6260881,6.65E-199,1.52E-197,444.2017289
IGFL2,4.470630697,-1.089722343,35.61185676,8.68E-199,1.99E-197,444.2258828
SMIM15,1.365644311,5.412166322,35.60222136,1.04E-198,2.38E-197,443.7361645
HSPB1P1,3.927920473,-1.318350127,35.54153873,3.25E-198,7.42E-197,442.9063604
MRPL24,1.391158521,5.329109175,35.52888288,4.13E-198,9.40E-197,442.3621671
ERO1L,1.930610938,7.019067119,35.50345068,6.65E-198,1.51E-196,441.8779799
DNAAF5,1.276554117,4.991591158,35.50052347,7.03E-198,1.60E-196,441.845345
TSSC1,1.308899738,4.521326052,35.48989885,8.58E-198,1.95E-196,441.6784168
ZYG11A,4.159601052,-0.882171113,35.46741953,1.31E-197,2.96E-196,441.5175166
FAM83A-AS1,4.482058567,-1.854602988,35.43820369,2.27E-197,5.11E-196,440.963963
RP11-429J17.7,2.78187158,-1.787703445,35.43336118,2.48E-197,5.59E-196,440.8740636
CNFN,3.575903239,0.360455503,35.43239641,2.53E-197,5.68E-196,440.8520099
NIFK,1.378714157,4.954842731,35.4160747,3.43E-197,7.70E-196,440.2622845
RP1-228H13.5,1.771060333,0.839590087,35.35143917,1.16E-196,2.58E-195,439.3256213
RP11-93K22.13,3.201559414,-2.742336276,35.34633135,1.27E-196,2.84E-195,439.2236373
APOA1BP,1.613123078,6.235311292,35.34358716,1.34E-196,2.99E-195,438.8706116
OVOL1,3.556751066,1.836185513,35.3333739,1.62E-196,3.61E-195,438.955966
TIMELESS,1.788932017,5.126805,35.30937386,2.55E-196,5.65E-195,438.2506544
NIP7,1.531786293,4.594306778,35.26757317,5.58E-196,1.23E-194,437.5001025
RP11-435O5.2,2.381930271,-0.75085871,35.24921187,7.87E-196,1.74E-194,437.4263958
NUP37,1.553022988,3.984530186,35.24352174,8.76E-196,1.93E-194,437.1045129
LRRC8D,1.639970757,4.728060611,35.22077307,1.34E-195,2.95E-194,436.6119594
DPP3,1.396687205,5.675389549,35.20714799,1.73E-195,3.80E-194,436.3143066
TSPAN6,1.629408515,5.321882166,35.18448982,2.65E-195,5.80E-194,435.8990119
TMEM14A,1.892334975,4.364333491,35.18215465,2.77E-195,6.05E-194,435.9168001
CRIPT,1.432259773,3.902617577,35.18186057,2.79E-195,6.08E-194,435.9560194
MGME1,1.448295374,4.176895112,35.14437749,5.63E-195,1.23E-193,435.2255436
CBX3,1.260553732,7.201974179,35.07956788,1.90E-194,4.13E-193,433.9262568
ARHGEF19,1.942692227,4.571184217,35.01511421,6.37E-194,1.38E-192,432.7659639
C12orf45,1.279842865,2.747837465,34.99410578,9.45E-194,2.04E-192,432.5411242
THOC3,2.025312787,4.645745602,34.96341205,1.68E-193,3.62E-192,431.7905192
BOLA2B,1.724360838,4.018264217,34.96258733,1.71E-193,3.67E-192,431.831726
VPS72,1.24005153,5.313942693,34.95692862,1.90E-193,4.08E-192,431.6307835
DDX11-AS1,2.14025256,-0.868776975,34.93423181,2.91E-193,6.24E-192,431.5245923
TARS2,1.21659107,4.753648017,34.87858208,8.26E-193,1.77E-191,430.19192
CISD2,1.30735399,4.901367802,34.8670648,1.03E-192,2.19E-191,429.9662029
ILF2,1.359835794,7.413129047,34.81989729,2.48E-192,5.29E-191,429.0600552
PTGFRN,2.170579733,6.273268294,34.77911713,5.34E-192,1.14E-190,428.2826867
LSM12,1.190061052,5.593966723,34.75105356,9.03E-192,1.92E-190,427.7622395
FUNDC1,1.278786578,3.51879225,34.73008193,1.34E-191,2.83E-190,427.5241536
SPRTN,1.183696956,3.482891689,34.7073315,2.05E-191,4.32E-190,427.1013875
STRBP,1.582563088,4.64208963,34.70316505,2.22E-191,4.66E-190,426.9117668
GEMIN6,1.390065589,3.266296698,34.69951826,2.37E-191,4.98E-190,426.9758792
HPRT1,1.64880802,4.864008235,34.69690578,2.49E-191,5.22E-190,426.7787606
MAP7,1.672809237,4.942450633,34.69196046,2.74E-191,5.73E-190,426.6812182
AC016292.3,2.073106286,-1.638254517,34.67820809,3.54E-191,7.40E-190,426.7296581
FAM3C2,2.281728948,3.129360066,34.66507019,4.53E-191,9.45E-190,426.3429322
SFXN4,1.422614395,3.886867339,34.66228318,4.77E-191,9.94E-190,426.2158825
TRIM59,1.872012589,3.30770899,34.63459476,8.02E-191,1.67E-189,425.7555069
PRPF19,1.278742759,6.616770276,34.62564636,9.49E-191,1.97E-189,425.4082611
XPR1,1.749753929,6.314301237,34.62260598,1.00E-190,2.08E-189,425.3492992
RALY-AS1,1.717328422,0.057388377,34.62029969,1.05E-190,2.17E-189,425.6378035
MNX1-AS1,4.506400597,-2.261618417,34.6130736,1.20E-190,2.49E-189,425.5039263
EIF6,1.390109062,6.750090107,34.61118975,1.24E-190,2.57E-189,425.1386654
RNF2,1.321331176,4.303163774,34.5890975,1.88E-190,3.88E-189,424.8031388
C5orf22,1.320382584,4.746010411,34.5812231,2.18E-190,4.50E-189,424.6189003
C17orf58,1.462573939,2.933274916,34.57964929,2.25E-190,4.63E-189,424.7595349
RP11-161H23.5,2.15544954,5.506107159,34.55475023,3.58E-190,7.37E-189,424.0855346
MRPL13,1.518735499,4.691484622,34.5528041,3.72E-190,7.63E-189,424.0904018
HARBI1,1.399118082,1.64772934,34.55215116,3.76E-190,7.72E-189,424.3223403
NOL11,1.246654095,5.39355528,34.55003279,3.91E-190,8.03E-189,424.0006091
CTD-2256P15.2,2.14166405,0.127625118,34.54716571,4.13E-190,8.46E-189,424.2677249
METTL2A,1.2515158,4.03369497,34.49703864,1.06E-189,2.16E-188,423.104877
GMNN,1.683483714,3.794614143,34.49007093,1.20E-189,2.46E-188,422.9990992
CCDC43,1.242333059,4.291865121,34.45908365,2.15E-189,4.39E-188,422.3685588
C19orf48,1.829020859,5.110456542,34.45548814,2.30E-189,4.69E-188,422.2412297
MTCH2,1.369885145,5.90595738,34.45540637,2.31E-189,4.69E-188,422.2173734
TFAP4,1.428936032,3.542158506,34.43783815,3.21E-189,6.51E-188,422.0468721
XYLB,1.806637614,1.768158017,34.43248241,3.54E-189,7.19E-188,422.076626
CLNS1A,1.275340378,5.860381533,34.41586346,4.84E-189,9.78E-188,421.4771165
PHKA1,1.53892585,3.867817449,34.39677368,6.92E-189,1.40E-187,421.24413
HSF2BP,2.134129295,-0.276272362,34.39434401,7.24E-189,1.46E-187,421.4123616
TSFM,1.329838238,4.491104243,34.38577234,8.51E-189,1.71E-187,420.9776406
BTF3L4P2,1.522743216,2.228972919,34.37081165,1.13E-188,2.27E-187,420.8984059
PERP,2.848170167,8.062799577,34.28429219,5.69E-188,1.14E-186,419.0374267
RP11-353N14.2,3.482254896,-2.241491332,34.25617317,9.64E-188,1.93E-186,418.8288044
ENO1,1.656047701,10.32833241,34.25262907,1.03E-187,2.06E-186,418.4966334
RP11-564D11.3,2.898731143,-2.688391603,34.24546285,1.18E-187,2.35E-186,418.6210133
RACGAP1,1.890923418,4.75702538,34.22850864,1.62E-187,3.22E-186,418.0121816
AP000251.3,3.520620947,-3.155690338,34.22673782,1.67E-187,3.32E-186,418.2594683
TMCO1,1.321542338,6.390997884,34.22464068,1.74E-187,3.45E-186,417.8955384
KLHL12,1.12907252,5.323169236,34.19701639,2.92E-187,5.79E-186,417.391862
TIMM23,1.260574666,5.196662592,34.15980821,5.86E-187,1.15E-185,416.7006512
IARS2,1.22325901,6.770206835,34.15023865,7.01E-187,1.38E-185,416.5060061
PITX2,5.624749452,-1.258327214,34.12999661,1.02E-186,2.01E-185,416.4751528
RPL39L,2.781870017,3.085769829,34.12659601,1.09E-186,2.14E-185,416.2645968
PSAT1,3.292795419,4.091997803,34.12289882,1.17E-186,2.29E-185,416.094006
NIF3L1,1.329661144,4.187772304,34.07704493,2.76E-186,5.39E-185,415.226382
RP11-334L9.1,2.365495135,-2.922840983,34.05974958,3.82E-186,7.43E-185,415.1454374
ACTL6A,1.891576821,5.754872172,34.01871711,8.23E-186,1.60E-184,414.0437392
RUVBL1,1.508421888,5.606944865,34.00639079,1.04E-185,2.01E-184,413.8158788
SLC12A8,1.942699239,3.969119973,33.97261915,1.95E-185,3.77E-184,413.2950578
NIPAL1,2.585964921,1.619969736,33.9693073,2.07E-185,4.00E-184,413.4177087
NABP2,1.210743316,4.672216333,33.96683743,2.17E-185,4.19E-184,413.1217172
GOLM1,2.328818065,6.376873228,33.96658415,2.18E-185,4.21E-184,413.0661743
RPAP3,1.069305697,4.569733355,33.96240138,2.36E-185,4.55E-184,413.0468617
RP11-10G12.1,2.899617133,-2.863102747,33.94630942,3.19E-185,6.13E-184,413.0279163
SRD5A1,1.749980989,4.214369848,33.94005124,3.59E-185,6.88E-184,412.6609514
TNFSF11,3.536492086,-1.26085317,33.93815174,3.72E-185,7.12E-184,412.88976
ARL6IP1,1.372464389,7.493278895,33.92757477,4.53E-185,8.67E-184,412.350523
CD3EAP,1.76299199,3.025643427,33.92372959,4.87E-185,9.31E-184,412.4753944
STAP2,1.772115541,4.479162026,33.91747901,5.47E-185,1.05E-183,412.21426
POLR3K,1.42451889,3.679978401,33.90487071,6.93E-185,1.32E-183,412.0584935
MEMO1P1,1.694973378,-0.446455381,33.88754665,9.58E-185,1.82E-183,411.9379665
VANGL1,1.583198957,4.563561246,33.88259503,1.05E-184,2.00E-183,411.554712
TBCAP1,2.305951902,-2.707087617,33.85535131,1.75E-184,3.32E-183,411.3325714
RPA3,1.433118566,4.083813665,33.85489334,1.77E-184,3.34E-183,411.0814972
LAGE3,1.569055186,3.757344503,33.80838443,4.21E-184,7.95E-183,410.2462433
FBXO45,1.92539165,4.508372687,33.80789294,4.25E-184,8.02E-183,410.1624856
PRELID1P1,2.421041074,-2.135100736,33.79381405,5.54E-184,1.04E-182,410.1914584
SPAST,1.486244555,4.680724823,33.75585589,1.13E-183,2.12E-182,409.1756712
TONSL,1.916983645,3.81354109,33.75294749,1.19E-183,2.23E-182,409.203957
COIL,1.089740509,4.276795268,33.74321054,1.43E-183,2.67E-182,408.974321
RP11-108L7.15,2.35557395,-2.292600606,33.73737609,1.59E-183,2.98E-182,409.1362251
HNF4G,3.941277207,0.211625961,33.73595305,1.63E-183,3.06E-182,409.0969437
ISG20L2,1.141400608,5.372756844,33.72598575,1.97E-183,3.68E-182,408.5787327
RP11-540A21.2,2.265624906,-1.385712016,33.72066539,2.17E-183,4.06E-182,408.8280384
PKM,1.593089056,10.03734478,33.70013593,3.19E-183,5.94E-182,408.1547299
ALG8,1.253881975,4.696559546,33.69474249,3.53E-183,6.57E-182,408.0321187
SNRNP25,1.40357011,4.363704814,33.6816055,4.51E-183,8.39E-182,407.8146779
FAM173B,1.384784504,3.279974115,33.66219893,6.49E-183,1.20E-181,407.5631541
SERINC2,2.212620405,6.424097412,33.61115952,1.69E-182,3.11E-181,406.4211093
SLC39A6,1.54592543,5.954888079,33.59550562,2.26E-182,4.16E-181,406.1284173
POLR1B,1.372906775,4.518048732,33.58669019,2.66E-182,4.90E-181,406.0273201
RFC2,1.369202478,4.734080292,33.58136239,2.94E-182,5.41E-181,405.9105913
DHX57,0.944948172,4.483348892,33.58030263,3.00E-182,5.50E-181,405.9109763
LSM5,1.274283579,4.668553501,33.57956032,3.04E-182,5.58E-181,405.8818621
PALB2,1.136156852,3.72315012,33.56547484,3.96E-182,7.24E-181,405.7104581
SLC35A2,1.262002636,5.28511498,33.53835893,6.57E-182,1.20E-180,405.0758309
PDIA6,1.41535706,8.368632435,33.52739657,8.07E-182,1.47E-180,404.8880092
NOL10,1.129986611,4.842461716,33.52280329,8.79E-182,1.60E-180,404.8089803
AC009065.4,4.106339432,-2.097608909,33.50068596,1.33E-181,2.42E-180,404.7212401
PODXL2,3.090596236,3.804036459,33.49879754,1.38E-181,2.50E-180,404.4563837
CCDC138,1.722684241,2.03228229,33.49618972,1.45E-181,2.62E-180,404.5580617
YARS2,1.328349285,3.791964699,33.48738683,1.70E-181,3.09E-180,404.2445734
TACO1,1.311146414,4.034090214,33.47989277,1.96E-181,3.55E-180,404.0788627
MRPS35,1.527280955,5.538614595,33.47545971,2.13E-181,3.85E-180,403.892415
RP4-592A1.2,1.724056529,-0.607164826,33.46901354,2.40E-181,4.34E-180,404.1250237
PTPRF,1.741861119,8.446567203,33.45357128,3.21E-181,5.78E-180,403.5108358
ENTPD7,1.697494592,3.389719472,33.45031685,3.41E-181,6.14E-180,403.5946242
GNGT1,3.72720454,-3.490781271,33.4463774,3.67E-181,6.60E-180,403.6833807
CHMP4C,1.917021787,3.783709693,33.39881972,8.92E-181,1.60E-179,402.5916783
LSM12P1,1.758628731,1.752469596,33.39612781,9.38E-181,1.68E-179,402.7048981
RP11-345J4.5,1.586375949,4.197146571,33.3681538,1.58E-180,2.82E-179,401.9757271
TSN,1.221274504,6.136273119,33.36290951,1.74E-180,3.11E-179,401.7833441
RFC5,1.521358394,3.833252304,33.33947144,2.70E-180,4.80E-179,401.4784432
GPR87,6.250396458,1.194205171,33.33513248,2.93E-180,5.20E-179,401.5897471
HNRNPA1P21,2.835643981,-1.589017826,33.30860141,4.81E-180,8.52E-179,401.1403516
PYGO2,1.04183264,5.828727263,33.30442285,5.20E-180,9.20E-179,400.6933371
NXT2,1.624493253,4.020452895,33.29113218,6.66E-180,1.18E-178,400.5562231
MRPL9,1.139325545,5.363067654,33.27987869,8.22E-180,1.45E-178,400.2461988
METTL1,1.511807471,4.014736187,33.27093683,9.72E-180,1.71E-178,400.179929
SLC35F2,2.014272963,4.254582555,33.26965168,9.95E-180,1.75E-178,400.1314351
MCM6,1.552052128,5.36835294,33.26365312,1.11E-179,1.96E-178,399.9431728
SRPK1,1.270940845,5.935713172,33.25567072,1.29E-179,2.27E-178,399.7823473
MTFR2,2.256279188,1.394200568,33.25498348,1.31E-179,2.30E-178,400.0872473
RP4-785G19.2,2.036713403,-1.904243297,33.23795202,1.80E-179,3.14E-178,399.8232819
FOXD3-AS1,4.175434956,-2.446573147,33.22378821,2.34E-179,4.09E-178,399.5557807
EME1,2.27123215,1.557992812,33.21382866,2.82E-179,4.92E-178,399.3128975
TRUB2,1.352240577,4.756051732,33.21146497,2.95E-179,5.13E-178,399.002393
RAC3,2.275677838,2.801300694,33.19015574,4.39E-179,7.63E-178,398.7941078
ATAD2,1.759693194,5.074094964,33.17686882,5.63E-179,9.76E-178,398.33685
TPI1P2,2.474751483,-2.608507004,33.16754409,6.70E-179,1.16E-177,398.5059758
BCL2L10,3.921014438,-2.03388665,33.15293203,8.80E-179,1.52E-177,398.23858
PPAPDC1A,3.800221276,-0.849481969,33.15031343,9.24E-179,1.60E-177,398.1847692
RNF43,2.013430155,4.445108673,33.14461352,1.03E-178,1.77E-177,397.780528
ARMC1,1.314924654,5.048689382,33.13854084,1.15E-178,1.98E-177,397.6231779
INCENP,1.586141861,4.112703858,33.13819629,1.16E-178,1.99E-177,397.6930891
CTSV,3.796738458,2.183694606,33.13526397,1.22E-178,2.10E-177,397.8149522
ORC5,1.33859266,3.850044034,33.1338107,1.26E-178,2.16E-177,397.6392047
